Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-11-24 00:00:00-05:00,41.29116078990426,41.299763463119874,40.77491177728908,40.94699478149414,35434200,0.0,0.0
2014-11-25 00:00:00-05:00,41.00722706362099,41.27395590846527,40.82654136979612,40.84375,28008000,0.0,0.0
2014-11-26 00:00:00-05:00,40.86095776760656,41.291163666989945,40.68026879538553,41.08466339111328,27163600,0.0,0.0
2014-11-28 00:00:00-05:00,41.25674481122256,41.47184775259264,40.96420467967084,41.136287689208984,21534400,0.0,0.0
2014-12-01 00:00:00-05:00,41.19651477522833,41.9708833671091,41.05024307358433,41.83321762084961,31191600,0.0,0.0
2014-12-02 00:00:00-05:00,42.022525590024316,42.203211336821276,41.47186239090317,41.6955680847168,25773500,0.0,0.0
2014-12-03 00:00:00-05:00,41.678336727575974,41.729962605177896,41.13627978269975,41.36859130859375,23534800,0.0,0.0
2014-12-04 00:00:00-05:00,41.63532835931368,42.21180599812757,41.471851291518156,42.02251434326172,30320400,0.0,0.0
2014-12-05 00:00:00-05:00,42.00530265055363,42.13436572986488,41.626722650629986,41.661136627197266,27313400,0.0,0.0
2014-12-08 00:00:00-05:00,41.52348129440216,41.6009185049793,40.826549681419245,41.04165267944336,26663100,0.0,0.0
2014-12-09 00:00:00-05:00,40.53399754072818,41.23092894855373,40.482371654803565,40.94699478149414,24330500,0.0,0.0
2014-12-10 00:00:00-05:00,40.93838597395129,41.00721719599326,40.181222838230745,40.35330581665039,30431800,0.0,0.0
2014-12-11 00:00:00-05:00,40.508183165732724,41.076054738980844,40.16401718343263,40.58561706542969,29060400,0.0,0.0
2014-12-12 00:00:00-05:00,40.250060084785716,41.06745189296652,40.1554142683781,40.396331787109375,34248400,0.0,0.0
2014-12-15 00:00:00-05:00,40.61144275428873,41.01583411954604,40.05217370065011,40.15542221069336,29247800,0.0,0.0
2014-12-16 00:00:00-05:00,39.49289578877828,39.8714757306989,38.83037842875974,38.8561897277832,47801400,0.0,0.0
2014-12-17 00:00:00-05:00,38.761542313485734,39.53591407415956,38.632482541513305,39.355228424072266,34970900,0.0,0.0
2014-12-18 00:00:00-05:00,40.07798244626361,40.88676834106445,39.87148217407484,40.88676834106445,40105600,0.0,0.0
2014-12-19 00:00:00-05:00,40.98139848451176,41.3857896361027,40.585606721081945,41.00720977783203,64551200,0.0,0.0
2014-12-22 00:00:00-05:00,41.11047542192288,41.40301556996639,41.05024685752073,41.28255844116211,26566000,0.0,0.0
2014-12-23 00:00:00-05:00,41.61811235851311,41.98808964629849,41.411615391783194,41.686946868896484,23648100,0.0,0.0
2014-12-24 00:00:00-05:00,41.85042142442775,41.85042142442775,41.3685930091752,41.42021560668945,11437800,0.0,0.0
2014-12-26 00:00:00-05:00,41.65253900540927,41.65253900540927,41.1448958646052,41.1965217590332,13197800,0.0,0.0
2014-12-29 00:00:00-05:00,41.041652527255785,41.110483779618406,40.66306915152196,40.8265495300293,14439500,0.0,0.0
2014-12-30 00:00:00-05:00,40.81793341216697,40.97280779419738,40.30168766020593,40.45656204223633,16384700,0.0,0.0
2014-12-31 00:00:00-05:00,40.20704739759747,40.817939054376566,39.96613311767578,39.96613311767578,21552500,0.0,0.0
2015-01-02 00:00:00-05:00,40.14681687818297,40.80072844145127,40.04356837497444,40.23285675048828,27913900,0.0,0.0
